"","data","Freq"
"125026","weed-flowers_nns",1
"125027","weed-grown_jj",1
"125028","weed-hung_jj",1
"125029","weed_nnp",1
"125030","weed_vbd",1
"125031","weeded_jj",1
"125032","weeded_vbd",1
"125033","weeded_vbn",1
"125034","weeder_nn",1
"125035","weeds_jj",1
"125036","week-day_nn",1
"125037","week-old_jj",1
"125038","weekes_nns",1
"125039","weeks-began_jj",1
"125040","weeks_nnps",1
"125041","weel-fa_jj",1
"125042","weel-far_jj",1
"125043","weel-jointed_jj",1
"125044","weel-ken_jj",1
"125045","weel-meaning_jj",1
"125046","weel_vbp",1
"125047","weelfare_nn",1
"125048","weell_nn",1
"125049","weep_vb",1
"125050","weeping-willow_jj",1
"125051","weevils_nns",1
"125052","wegetable-dishes_nns",1
"125053","wegiment_nnp",1
"125054","wegimentals_nns",1
"125055","weigh-house_nn",1
"125056","weigh-scale_jj",1
"125057","weighable_jj",1
"125058","weight_nnp",1
"125059","weightier_vb",1
"125060","weightiest_jjs",1
"125061","weightiest_nn",1
"125062","weil_jj",1
"125063","weils_nns",1
"125064","weirdlaw_nnp",1
"125065","weirdly_jj",1
"125066","weise_vb",1
"125067","weising_vbg",1
"125068","weissenborn_jj",1
"125069","weize_vb",1
"125070","welbores_nnps",1
"125071","welby_nnp",1
"125072","welcomeness_nn",1
"125073","welcomers_nns",1
"125074","welfare_nnp",1
"125075","welgome_nnp",1
"125076","welkin_jj",1
"125077","welkins_nns",1
"125078","well-a-day_nn",1
"125079","well-a-wa_jj",1
"125080","well-a-way_jj",1
"125081","well-a_jj",1
"125082","well-acquainted_jj",1
"125083","well-adapted_jj",1
"125084","well-adjusted_jj",1
"125085","well-administered_jj",1
"125086","well-aired_jj",1
"125087","well-anointed_jj",1
"125088","well-as_jj",1
"125089","well-associated_jj",1
"125090","well-assorted_jj",1
"125091","well-assured_jj",1
"125092","well-barred_jj",1
"125093","well-beaten_jj",1
"125094","well-beneficed_jj",1
"125095","well-blacked_jj",1
"125096","well-breakfasted_jj",1
"125097","well-brewed_jj",1
"125098","well-brink_jj",1
"125099","well-brought-up_jj",1
"125100","well-but_nn",1
"125101","well-charactered_jj",1
"125102","well-chiselled_jj",1
"125103","well-clad_jj",1
"125104","well-clothed_jj",1
"125105","well-concerted_jj",1
"125106","well-conditioned_jj",1
"125107","well-corked_jj",1
"125108","well-coupled_jj",1
"125109","well-cover_nn",1
"125110","well-cropped_jj",1
"125111","well-cropt_jj",1
"125112","well-crushed_jj",1
"125113","well-cured_jj",1
"125114","well-deceived_jj",1
"125115","well-descended_jj",1
"125116","well-dignified_jj",1
"125117","well-dispositioned_jj",1
"125118","well-drawn_jj",1
"125119","well-dressing_jj",1
"125120","well-drest_jj",1
"125121","well-executed_jj",1
"125122","well-expressed_jj",1
"125123","well-fashioned_jj",1
"125124","well-fitting_jj",1
"125125","well-fixed_jj",1
"125126","well-flavoured_jj",1
"125127","well-fortified_jj",1
"125128","well-got-up_jj",1
"125129","well-governed_jj",1
"125130","well-graduated_jj",1
"125131","well-grounded_jj",1
"125132","well-hardened_jj",1
"125133","well-head_jj",1
"125134","well-heaped_jj",1
"125135","well-horsed_jj",1
"125136","well-housed_jj",1
"125137","well-humoured_jj",1
"125138","well-improved_jj",1
"125139","well-instructed_jj",1
"125140","well-knotted_jj",1
"125141","well-known_nn",1
"125142","well-like_jj",1
"125143","well-limbed_jj",1
"125144","well-managed_jj",1
"125145","well-manner_jj",1
"125146","well-manufactured_jj",1
"125147","well-merited_jj",1
"125148","well-minded_vbd",1
"125149","well-modelled_jj",1
"125150","well-muffed_jj",1
"125151","well-off_jj",1
"125152","well-oiled_jj",1
"125153","well-opened_jj",1
"125154","well-ordained_jj",1
"125155","well-organised_jj",1
"125156","well-paid_jj",1
"125157","well-painted_jj",1
"125158","well-paying_jj",1
"125159","well-perhaps_nns",1
"125160","well-planned_jj",1
"125161","well-played_jj",1
"125162","well-plied_jj",1
"125163","well-practised_jj",1
"125164","well-preserved_jj",1
"125165","well-pressed_jj",1
"125166","well-priced_jj",1
"125167","well-protected_jj",1
"125168","well-proved_jj",1
"125169","well-pruned_jj",1
"125170","well-reaped_jj",1
"125171","well-recognised_jj",1
"125172","well-sanctioned_jj",1
"125173","well-satisfied_jj",1
"125174","well-selected_jj",1
"125175","well-served_jj",1
"125176","well-shaft_jj",1
"125177","well-shaft_nn",1
"125178","well-shapen_jj",1
"125179","well-sinking_jj",1
"125180","well-sized_jj",1
"125181","well-skilled_jj",1
"125182","well-smoothed_jj",1
"125183","well-soaped_jj",1
"125184","well-spelt_jj",1
"125185","well-spoken_jj",1
"125186","well-spring_nn",1
"125187","well-stamped_jj",1
"125188","well-struck_jj",1
"125189","well-supported_jj",1
"125190","well-sustained_jj",1
"125191","well-swept_jj",1
"125192","well-taught_jj",1
"125193","well-tended_jj",1
"125194","well-thriven_jj",1
"125195","well-tied_jj",1
"125196","well-treated_jj",1
"125197","well-trimmed_jj",1
"125198","well-understood_jj",1
"125199","well-varnished_jj",1
"125200","well-ventilated_jj",1
"125201","well-vouched_jj",1
"125202","well-walled_jj",1
"125203","well-warmed_jj",1
"125204","well-washed_jj",1
"125205","well-water_nn",1
"125206","well-what_nn",1
"125207","well-wheels_jj",1
"125208","well-whiskered_jj",1
"125209","well-windlasses_nns",1
"125210","well-wishing_jj",1
"125211","well-written_jj",1
"125212","wellaway_nnp",1
"125213","welled_vbn",1
"125214","wellesleys_nnps",1
"125215","wellingtons_nnps",1
"125216","wellingtons_nns",1
"125217","welocity_nn",1
"125218","welshed_vbn",1
"125219","welshman_nnp",1
"125220","welshwoman_nnp",1
"125221","weltering_jj",1
"125222","weltering_nn",1
"125223","weltlust_nnp",1
"125224","welveteen_jj",1
"125225","welwet_nn",1
"125226","wemmick_nn",1
"125227","wemmicks_nns",1
"125228","wen_fw",1
"125229","wen_rb",1
"125230","wencelaus_nnp",1
"125231","wench_nnp",1
"125232","wenching_vbg",1
"125233","wenchure_vb",1
"125234","wend_vbd",1
"125235","wend_vbn",1
"125236","wending_jj",1
"125237","wenesday_nnp",1
"125238","wenever_nn",1
"125239","wenever_vb",1
"125240","wens_nns",1
"125241","wensdy_nnp",1
"125242","went-worth_nnp",1
"125243","wenter_nn",1
"125244","wentilation_nn",1
"125245","wenture_vb",1
"125246","wentworths_nnp",1
"125247","wenus_nnp",1
"125248","wenuses_nns",1
"125249","weobly_nnp",1
"125250","wepping_vbg",1
"125251","wer_jjr",1
"125252","wer_vbd",1
"125253","werdicks_nns",1
"125254","were_nnp",1
"125255","werena_jj",1
"125256","werena_nns",1
"125257","werena_vbp",1
"125258","werever_nn",1
"125259","werges_vbz",1
"125260","werily_rb",1
"125261","werke_nnp",1
"125262","werry_nn",1
"125263","werry_vb",1
"125264","werse_jj",1
"125265","werses_vbz",1
"125266","werther_nnp",1
"125267","wescoat_nn",1
"125268","weskits_nns",1
"125269","wesleyan-methodists_nns",1
"125270","wessex-wide_jj",1
"125271","west-awa_nn",1
"125272","west-bound_jj",1
"125273","west-country_nnp",1
"125274","west-end_nn",1
"125275","west-enders_nns",1
"125276","west-indiamen_nnp",1
"125277","west-riding_nnp",1
"125278","west-smithfield_nnp",1
"125279","west-sou_jj",1
"125280","west-south-west_nn",1
"125281","west-south_nn",1
"125282","westerham_nnp",1
"125283","westering_nn",1
"125284","westerners_nnps",1
"125285","westerners_nns",1
"125286","westerton_nnp",1
"125287","westland_jj",1
"125288","westlanders_nnps",1
"125289","westons_nns",1
"125290","westphalian_jj",1
"125291","westport_nnp",1
"125292","wet-eyed_jj",1
"125293","wet-finger_nn",1
"125294","wet-muzzled_jj",1
"125295","wet-shod_jj",1
"125296","wet-towelling_jj",1
"125297","wetdock_nn",1
"125298","wether_rb",1
"125299","wethers_nns",1
"125300","wetted_jj",1
"125301","wevenged_vbn",1
"125302","wexation_nn",1
"125303","wexed_jj",1
"125304","wexford_nnp",1
"125305","wez_nn",1
"125306","wh_vbp",1
"125307","wha_fw",1
"125308","whacked_vbn",1
"125309","whacker_nn",1
"125310","whae_vb",1
"125311","whale-boat_nn",1
"125312","whale-deep_jj",1
"125313","whale-deep_nn",1
"125314","whale-jawbones_nns",1
"125315","whale-like_jj",1
"125316","whale-oil_nn",1
"125317","whale-ribbed_jj",1
"125318","whaleboat_nn",1
"125319","whalebone-net_nn",1
"125320","whalebone_nnp",1
"125321","whalebones_nns",1
"125322","whaled_vbd",1
"125323","whalery_nn",1
"125324","whales_nnp",1
"125325","whales_vbz",1
"125326","whaling_jj",1
"125327","wham-wham_nn",1
"125328","whan_nn",1
"125329","whang_nn",1
"125330","whar_nnp",1
"125331","whar_vb",1
"125332","whar_vbp",1
"125333","whare_jj",1
"125334","whare_nn",1
"125335","wharf-end_jj",1
"125336","wharf-end_nn",1
"125337","wharf-frontage_nn",1
"125338","wharf-side_nn",1
"125339","what-a_jj",1
"125340","what-all_nn",1
"125341","what-d'ye-call_jj",1
"125342","what-d'ye-call_nn",1
"125343","what-d'you-call_nnp",1
"125344","what-do-you-call_nn",1
"125345","what-do-you-call_nnp",1
"125346","what-do-you-callems_nns",1
"125347","what-dy_jj",1
"125348","what-not_jj",1
"125349","what-shall-i-call-her_nn",1
"125350","what-shall-i-call-it_nnp",1
"125351","what-you-may-called_jj",1
"125352","whatdyecall_nnp",1
"125353","whatdyecallem_nn",1
"125354","whatdyecallem_nnp",1
"125355","whate'er_vbp",1
"125356","whately_nnp",1
"125357","whatever-it-was_nnps",1
"125358","whatfor_jjr",1
"125359","whatfor_nn",1
"125360","whativer_jj",1
"125361","whativer_jjr",1
"125362","whativer_vb",1
"125363","whatsername_nn",1
"125364","whatsomdever_jj",1
"125365","whatsomever_nn",1
"125366","whatsume'er_nnp",1
"125367","whatt_nnp",1
"125368","whatt_vb",1
"125369","whaup_nn",1
"125370","whe_nn",1
"125371","wheal_nnp",1
"125372","whear_jj",1
"125373","whear_nnp",1
"125374","whear_vb",1
"125375","wheare_nn",1
"125376","wheat-bread_jj",1
"125377","wheat-ears_nns",1
"125378","wheat-rick_jj",1
"125379","wheat-ricks_nns",1
"125380","wheat-stack_nn",1
"125381","wheat-stacks_jj",1
"125382","wheat-stacks_nn",1
"125383","wheat-strae_jj",1
"125384","wheat_nnp",1
"125385","wheaten_nn",1
"125386","wheedle_nnp",1
"125387","wheel-barrows_jj",1
"125388","wheel-box_nn",1
"125389","wheel-boxes_nns",1
"125390","wheel-caps_nns",1
"125391","wheel-chains_jj",1
"125392","wheel-gear_jj",1
"125393","wheel-spokes_nn",1
"125394","wheel_jj",1
"125395","wheelbarrows_nns",1
"125396","wheeler_nn",1
"125397","wheels_nnp",1
"125398","wheer_jjr",1
"125399","wheerby_nnp",1
"125400","wheerever_nn",1
"125401","wheezed_vbn",1
"125402","wheezer_nnp",1
"125403","wheeziness_nn",1
"125404","wheezy_nnp",1
"125405","whelm_vb",1
"125406","whelming_vbg",1
"125407","whelp-hunting_nn",1
"125408","whelp_jj",1
"125409","whelphood_nn",1
"125410","whelping-ground_jj",1
"125411","whenas_nnp",1
"125412","whencesoever_nn",1
"125413","whene'er_nnp",1
"125414","whene'er_vb",1
"125415","whenever_nn",1
"125416","whens_nns",1
"125417","whensoever_nnp",1
"125418","whensoever_vbp",1
"125419","where'er_in",1
"125420","where'er_nn",1
"125421","whereabouts_nnp",1
"125422","whereat_in",1
"125423","whereat_nnp",1
"125424","whereinto_nn",1
"125425","whereinto_vbp",1
"125426","whereof_nnp",1
"125427","whereof_rb",1
"125428","whereon_nnp",1
"125429","whereon_vbp",1
"125430","whereonto_jj",1
"125431","wheres_vbz",1
"125432","wheresoe'er_rbr",1
"125433","wheresoever_vbp",1
"125434","whereto_in",1
"125435","whereunto_nn",1
"125436","whereunto_nnp",1
"125437","whereunto_vbp",1
"125438","wherever_rb",1
"125439","wherever_vb",1
"125440","whet_jj",1
"125441","whetstones_nns",1
"125442","whetting_nn",1
"125443","wheu_nnp",1
"125444","whew-ew-ew_nn",1
"125445","whew-w-w-w_nn",1
"125446","whew-w-w_nn",1
"125447","whewell_nnp",1
"125448","whewellite_nnp",1
"125449","whewingand_nn",1
"125450","whey_jj",1
"125451","whiche_nn",1
"125452","whichl_nn",1
"125453","whichsoever_nn",1
"125454","whichsoever_nnp",1
"125455","whichsoever_vb",1
"125456","whickered_jj",1
"125457","whiffin_nnp",1
"125458","whiffing_vbg",1
"125459","whiffler_nn",1
"125460","whiffling_vbg",1
"125461","whig-maleeries_nns",1
"125462","whigamore_nn",1
"125463","whiggamore_nnp",1
"125464","whiggery_nn",1
"125465","whiggism_nnp",1
"125466","whigs_nnps",1
"125467","whiles_vb",1
"125468","whilom_vbp",1
"125469","whilome_vbn",1
"125470","whimpered_jj",1
"125471","whimpered_vbn",1
"125472","whimpering_jj",1
"125473","whimsey_nn",1
"125474","whin-bush_jj",1
"125475","whin_vb",1
"125476","whined_jj",1
"125477","whiner_nn",1
"125478","whiners_nns",1
"125479","whines_nns",1
"125480","whines_vbz",1
"125481","whingeing_nn",1
"125482","whingeing_vbg",1
"125483","whining_jj",1
"125484","whinny_jj",1
"125485","whip-butt_nn",1
"125486","whip-corrected_jj",1
"125487","whip-cracking_jj",1
"125488","whip-hand_jj",1
"125489","whip-staff_nn",1
"125490","whip_vbp",1
"125491","whiplash_nn",1
"125492","whiplashes_nns",1
"125493","whipp_jj",1
"125494","whipp_nn",1
"125495","whipp_vb",1
"125496","whipper-in_nn",1
"125497","whippersnapper_nn",1
"125498","whipping-posts_nns",1
"125499","whipping-top_nn",1
"125500","whippings_nns",1
"125501","whipt-syllabub_jj",1
"125502","whipt-syllabub_nn",1
"125503","whipt_vbd",1
"125504","whir_nn",1
"125505","whir_vb",1
"125506","whirfor_jj",1
"125507","whirl-wind_nn",1
"125508","whirligig_nn",1
"125509","whirlings_nns",1
"125510","whirrs_vbz",1
"125511","whisk-whisk_nn",1
"125512","whisk_vbd",1
"125513","whisk_vbp",1
"125514","whiskered_vbn",1
"125515","whiskey-toddy_jj",1
"125516","whiskied_jj",1
"125517","whiskified_jj",1
"125518","whisky-bottle_nn",1
"125519","whisky-noggin_nn",1
"125520","whisky-shop_nn",1
"125521","whisky-toddy_jj",1
"125522","whisky_nnp",1
"125523","whisky_rb",1
"125524","whisky_vb",1
"125525","whisped_vbd",1
"125526","whisperin_nn",1
"125527","whispering-gallery_nn",1
"125528","whispering-office_nn",1
"125529","whispred_vbd",1
"125530","whisps_nns",1
"125531","whist-club_jj",1
"125532","whist-club_nn",1
"125533","whist-like_jj",1
"125534","whist-room_nn",1
"125535","whist_vb",1
"125536","whistle_nnp",1
"125537","whistlin_nn",1
"125538","whistling-buoy_jj",1
"125539","whistlings_nns",1
"125540","whit-iron_jj",1
"125541","whit_vb",1
"125542","whitakers_nns",1
"125543","whitbridge_nnp",1
"125544","whitby_nnp",1
"125545","white-and-brown_jj",1
"125546","white-and-liver-coloured_jj",1
"125547","white-bait_jj",1
"125548","white-blooded_jj",1
"125549","white-capt_jj",1
"125550","white-cord_jj",1
"125551","white-curtained_jj",1
"125552","white-face_jj",1
"125553","white-fanged_jj",1
"125554","white-folk_nn",1
"125555","white-foot_jj",1
"125556","white-foot_nnp",1
"125557","white-footed_jj",1
"125558","white-gaitered_jj",1
"125559","white-gloved_jj",1
"125560","white-grey_jj",1
"125561","white-handed_jj",1
"125562","white-hart_nnp",1
"125563","white-lipped_jj",1
"125564","white-men_nns",1
"125565","white-neckclothed_jj",1
"125566","white-perspiration_nn",1
"125567","white-silk_jj",1
"125568","white-tiled_jj",1
"125569","whitefoot_nnp",1
"125570","whitefriars_nnps",1
"125571","whitelaw_nnp",1
"125572","whiteley_nnp",1
"125573","whitener_nn",1
"125574","whiteness_jj",1
"125575","whitepits_nnp",1
"125576","whitepits_nns",1
"125577","whiter_jjr",1
"125578","whiter_rbr",1
"125579","whiter_vb",1
"125580","whiteside_nnp",1
"125581","whitesmith_nn",1
"125582","whitest_jj",1
"125583","whitewashers_nns",1
"125584","whitewashing_nnp",1
"125585","whitewood_nn",1
"125586","whitey-grey-green_nn",1
"125587","whitey_nn",1
"125588","whith_jj",1
"125589","whith_nn",1
"125590","whithersoever_nnp",1
"125591","whithersoever_rb",1
"125592","whithersoever_rbr",1
"125593","whiting_nn",1
"125594","whitloe_nn",1
"125595","whitman_nnp",1
"125596","whitson-tryst_nn",1
"125597","whitson-tryste_nnp",1
"125598","whittaw_nn",1
"125599","whittawd_nn",1
"125600","whittled_vbn",1
"125601","whittling_vbg",1
"125602","whiz_nn",1
"125603","whizzed_vbd",1
"125604","whizzed_vbn",1
"125605","whizzing_jj",1
"125606","whnaholm_nn",1
"125607","who-ho_nn",1
"125608","who-knows-what_jj",1
"125609","who-knows-whom_nn",1
"125610","whoam_vb",1
"125611","whoe_nn",1
"125612","whoile_nn",1
"125613","whoile_vbp",1
"125614","whoiver_nn",1
"125615","whole-heartedly_rb",1
"125616","whole-heartedness_nn",1
"125617","whole-length_nn",1
"125618","whole-lengths_nns",1
"125619","wholehearted_jj",1
"125620","wholeness_nn",1
"125621","wholes_nns",1
"125622","whom_rb",1
"125623","whome_nn",1
"125624","whomever_nn",1
"125625","whomever_nnp",1
"125626","whoo-whoo-whoo_nn",1
"125627","whoo_nn",1
"125628","whoops_nns",1
"125629","whoosh_nnp",1
"125630","whooting_nn",1
"125631","whop_nnp",1
"125632","whop_vbp",1
"125633","whorage_nn",1
"125634","whore-master_nn",1
"125635","whore_rb",1
"125636","whored_vbn",1
"125637","whoredom_nn",1
"125638","whoreson_nn",1
"125639","whorl_nn",1
"125640","whose_fw",1
"125641","whose_nn",1
"125642","whoses_nns",1
"125643","whoso_nnp",1
"125644","whosoe'er_vb",1
"125645","whothe_nn",1
"125646","whummle_nn",1
"125647","whuppit_jj",1
"125648","whups_nns",1
"125649","whuv_nn",1
"125650","why-why-why_jj",1
"125651","whycount_nnp",1
"125652","whyou_nn",1
"125653","whyte-melville_nnp",1
"125654","whyte_nnp",1
"125655","whytorseller_nnp",1
"125656","wi'ill_fw",1
"125657","wi'in_in",1
"125658","wi'out_cd",1
"125659","wi'out_in",1
"125660","wi-ide_nn",1
"125661","wibbald_nnp",1
"125662","wibrated_vbd",1
"125663","wice_nn",1
"125664","wice_nnp",1
"125665","wich_fw",1
"125666","wich_vb",1
"125667","wicious_vbz",1
"125668","wick_nnp",1
"125669","wickeder_jj",1
"125670","wickeder_nnp",1
"125671","wickedness_jj",1
"125672","wickedness_nnp",1
"125673","wicker-basket_jj",1
"125674","wicker-basket_nn",1
"125675","wicker-bottomed_jj",1
"125676","wicker-chair_nn",1
"125677","wicker-cradle_nn",1
"125678","wicker-gate_nn",1
"125679","wicker-work_nn",1
"125680","wicket-keeping_nn",1
"125681","wicks_nns",1
"125682","wictimised_vbn",1
"125683","wid_vb",1
"125684","widdie_nn",1
"125685","widdy_jj",1
"125686","wide-apart_jj",1
"125687","wide-branched_jj",1
"125688","wide-branching_jj",1
"125689","wide-browed_jj",1
"125690","wide-fronted_jj",1
"125691","wide-gazing_jj",1
"125692","wide-lipped_jj",1
"125693","wide-meshed_jj",1
"125694","wide-mouthed_jj",1
"125695","wide-o_jj",1
"125696","wide-opened_jj",1
"125697","wide-scattered_jj",1
"125698","wide-stretching_jj",1
"125699","wide-wasting_jj",1
"125700","wide_nnp",1
"125701","wideawake_nn",1
"125702","wideawake_nnp",1
"125703","widely-differing_jj",1
"125704","wideness_nn",1
"125705","wider-shins_nns",1
"125706","widest-winged_jj",1
"125707","widg_nn",1
"125708","widgeon_nnp",1
"125709","widgeons_nns",1
"125710","widing_vbg",1
"125711","widow-hood_jj",1
"125712","widow-ladies_nns",1
"125713","widow-lady_jj",1
"125714","widow-like_jj",1
"125715","widow-niece_nn",1
"125716","widow-sister_nn",1
"125717","widower-father_nn",1
"125718","widowlady_jj",1
"125719","widows_nnps",1
"125720","wie_nn",1
"125721","wie_nnp",1
"125722","wielder_nn",1
"125723","wielders_nns",1
"125724","wiertz_nnp",1
"125725","wiesbaden_nnp",1
"125726","wife-elect_nn",1
"125727","wife-ridden_jj",1
"125728","wife-tamer_nn",1
"125729","wifedom_nnp",1
"125730","wifehood_nnp",1
"125731","wifeless_jj",1
"125732","wiffe_nn",1
"125733","wig-box_jj",1
"125734","wig-puffers_nns",1
"125735","wig-wearer_nn",1
"125736","wigbox_nn",1
"125737","wigg_nn",1
"125738","wiggery_nn",1
"125739","wiggled_vbd",1
"125740","wight_jj",1
"125741","wigilance_nn",1
"125742","wiglomeration_jj",1
"125743","wigziell_nnp",1
"125744","wikedness_nn",1
"125745","wiket_fw",1
"125746","wil_nn",1
"125747","wil_vbp",1
"125748","wilcocks_nnp",1
"125749","wild-beasts_nns",1
"125750","wild-cat_nn",1
"125751","wild-ducks_nns",1
"125752","wild-fire_jj",1
"125753","wild-flower_nn",1
"125754","wild-headed_jj",1
"125755","wild-looking_jj",1
"125756","wild-pepper_jj",1
"125757","wild-rose_jj",1
"125758","wild-roses_nns",1
"125759","wild-wood_nn",1
"125760","wildbad_nnp",1
"125761","wilder_vb",1
"125762","wildered_vbd",1
"125763","wildered_vbn",1
"125764","wilderness_nnp",1
"125765","wildflowers_nns",1
"125766","wildlike_jj",1
"125767","wildly-gleaming_jj",1
"125768","wildness_vbp",1
"125769","wile_vbp",1
"125770","wilfred_vbn",1
"125771","wilhelmina_nnp",1
"125772","wilhelmshohe_nnp",1
"125773","wilkie_nnp",1
"125774","wilkies_nnp",1
"125775","will-be_nn",1
"125776","will-not_nn",1
"125777","will-o_jj",1
"125778","will-o_nn",1
"125779","willainny_nn",1
"125780","willed_fw",1
"125781","willest_nn",1
"125782","willfully_rb",1
"125783","willfulness_nn",1
"125784","williamites_nnps",1
"125785","willians_nnps",1
"125786","willick_nnp",1
"125787","willin_vbp",1
"125788","willing_nnp",1
"125789","willingest_nn",1
"125790","willl_nnp",1
"125791","willoughby_jj",1
"125792","willoughbys_nnp",1
"125793","willow-basket_jj",1
"125794","willow-bush_jj",1
"125795","willow-pattern_jj",1
"125796","willow-patterned_jj",1
"125797","willow-wand_nn",1
"125798","willow-wands_nns",1
"125799","willowbank_nnp",1
"125800","willows_vbz",1
"125801","willowy_nn",1
"125802","willy-nilly_rb",1
"125803","willy_rb",1
"125804","wilmington_nnp",1
"125805","wilsons_nns",1
"125806","wilt_fw",1
"125807","wilt_vbp",1
"125808","wily_rb",1
"125809","wimble_nn",1
"125810","wimble_nnp",1
"125811","wimbling_vbg",1
"125812","wimicking_nn",1
"125813","wimin_nn",1
"125814","wimple_nn",1
"125815","wimple_nnp",1
"125816","winces_vbz",1
"125817","wind-currents_nns",1
"125818","wind-eddy_jj",1
"125819","wind-hounded_vbn",1
"125820","wind-memories_nns",1
"125821","wind-music_jj",1
"125822","wind-outstripping_jj",1
"125823","wind-raising_jj",1
"125824","wind-shifted_jj",1
"125825","wind-sown_jj",1
"125826","wind-stirred_jj",1
"125827","wind-streaked_jj",1
"125828","wind-up_jj",1
"125829","windbag_nn",1
"125830","winder-shetters_nns",1
"125831","winders_nns",1
"125832","windictive_jj",1
"125833","windiest_jjs",1
"125834","windiness_nn",1
"125835","winding-sheets_nns",1
"125836","windisgrat_nnp",1
"125837","windlace_nn",1
"125838","windlaces_nns",1
"125839","windlass-brakes_nn",1
"125840","windlassed_vbn",1
"125841","windlasses_nns",1
"125842","windmill-sails_nns",1
"125843","windmill_nnp",1
"125844","window-bars_nns",1
"125845","window-boards_nns",1
"125846","window-bole_nn",1
"125847","window-boxes_nns",1
"125848","window-breaking_nn",1
"125849","window-curtain_jj",1
"125850","window-gap_nn",1
"125851","window-grates_nns",1
"125852","window-grey_nn",1
"125853","window-hole_jj",1
"125854","window-hole_nn",1
"125855","window-jambs_nns",1
"125856","window-ledge_nn",1
"125857","window-ledges_nns",1
"125858","window-lights_nns",1
"125859","window-opening_nn",1
"125860","window-sash_jj",1
"125861","window-seats_nns",1
"125862","window-sills_nns",1
"125863","window-tax_nn",1
"125864","windrows_nns",1
"125865","windsor-chair_nn",1
"125866","windsor-july_nn",1
"125867","windy-red_jj",1
"125868","wine-bibber_nn",1
"125869","wine-bin_nn",1
"125870","wine-bins_nns",1
"125871","wine-butt_nn",1
"125872","wine-butts_nns",1
"125873","wine-cask_nn",1
"125874","wine-chests_nns",1
"125875","wine-colour_nn",1
"125876","wine-coloured_jj",1
"125877","wine-coolers_nns",1
"125878","wine-drinking_nn",1
"125879","wine-drops_nns",1
"125880","wine-flagon_nn",1
"125881","wine-flask_nn",1
"125882","wine-funnel_nn",1
"125883","wine-glass_jj",1
"125884","wine-glassful_jj",1
"125885","wine-lover_nn",1
"125886","wine-party_nn",1
"125887","wine-pitcher_nn",1
"125888","wine-pot_nn",1
"125889","wine-rotted_jj",1
"125890","wine-soaked_jj",1
"125891","wine-stain_nn",1
"125892","wine-tippling_nn",1
"125893","wine-vaults_nns",1
"125894","wine-vendor_nn",1
"125895","wine-warrants_nns",1
"125896","wine.-get_nn",1
"125897","winegariest_jjs",1
"125898","wineglass_nn",1
"125899","wineglasses_nns",1
"125900","wing_nnp",1
"125901","winged_jj",1
"125902","winged_nnp",1
"125903","winging_vbg",1
"125904","wingle-tingle-tink_jj",1
"125905","wingless_jj",1
"125906","wingreen_nnp",1
"125907","winibald_nnp",1
"125908","wink_jj",1
"125909","winker_nnp",1
"125910","winkie_nnp",1
"125911","winkings_nns",1
"125912","winky_nnp",1
"125913","winn_nnp",1
"125914","winna_fw",1
"125915","winna_nnp",1
"125916","winners_nns",1
"125917","winning-post_jj",1
"125918","winning-post_nn",1
"125919","winnles_nns",1
"125920","winnow_vb",1
"125921","winnowing-machine_nn",1
"125922","winny_nnp",1
"125923","wins_nnp",1
"125924","winship_nnp",1
"125925","winslow_nnp",1
"125926","wint_vbp",1
"125927","winter-day_nn",1
"125928","winter-dried_jj",1
"125929","winter-flies_nns",1
"125930","winter-mittain_nn",1
"125931","winter-quarters_nns",1
"125932","winter-robes_nns",1
"125933","winter-solstice_nn",1
"125934","winter-violets_nns",1
"125935","winter-wolf_nn",1
"125936","winter-worn_jj",1
"125937","winter_nnps",1
"125938","wintered_vbd",1
"125939","wintering_nn",1
"125940","winterly_rb",1
"125941","wintertime_nn",1
"125942","winterton_nnp",1
"125943","winthrop_vb",1
"125944","wintoncestrian_jj",1
"125945","wiolence_nn",1
"125946","wiolincellers_nns",1
"125947","wip_nn",1
"125948","wip_vbp",1
"125949","wire-arched_jj",1
"125950","wire-cage_nn",1
"125951","wire-draw_vb",1
"125952","wire-drawing_jj",1
"125953","wire-haired_jj",1
"125954","wire-netting_nn",1
"125955","wire-pulling_jj",1
"125956","wiredrawn_jj",1
"125957","wirily_rb",1
"125958","wirtew_nn",1
"125959","wirtue_jj",1
"125960","wiry-frail_jj",1
"125961","wis._vbp",1
"125962","wisdom_vb",1
"125963","wise-looking_jj",1
"125964","wiseacre_vbp",1
"125965","wiseacres_nns",1
"125966","wiseheads_nns",1
"125967","wises_vbz",1
"125968","wishedest_nn",1
"125969","wisher-well_nn",1
"125970","wishest_jjs",1
"125971","wisheth_jj",1
"125972","wisheth_nn",1
"125973","wishfo_vbp",1
"125974","wishing-caps_nnp",1
"125975","wisht_nnp",1
"125976","wisibly_rb",1
"125977","wision_nn",1
"125978","wisit_jj",1
"125979","wisitations_nns",1
"125980","wisited_vbn",1
"125981","wisitin_nn",1
"125982","wisiting_vbg",1
"125983","wisitors_nns",1
"125984","wisits_nns",1
"125985","wisits_vbz",1
"125986","wiske_nnp",1
"125987","wiske_vb",1
"125988","wispy_jj",1
"125989","wist_nn",1
"125990","wistle_vb",1
"125991","wistlers_nns",1
"125992","wit-h_vbp",1
"125993","wit-jar_nn",1
"125994","wital_jj",1
"125995","witch-mother_rb",1
